Provider,Phys_Count,Patient_Count,Norm_Patient_Count,Claim_Count,Norm_Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,Inpatient_Count,Outpatient_Count,Norm_Inpatient_Count,Norm_Outpatient_Count,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer_1,ChronicCond_Alzheimer_2,ChronicCond_KidneyDisease_1,ChronicCond_KidneyDisease_2,ChronicCond_Cancer_1,ChronicCond_Cancer_2,ChronicCond_ObstrPulmonary_1,ChronicCond_ObstrPulmonary_2,ChronicCond_Depression_1,ChronicCond_Depression_2,ChronicCond_Diabetes_1,ChronicCond_Diabetes_2,ChronicCond_IschemicHeart_1,ChronicCond_IschemicHeart_2,ChronicCond_Osteoporasis_1,ChronicCond_Osteoporasis_2,ChronicCond_rheumatoidarthritis_1,ChronicCond_rheumatoidarthritis_2,ChronicCond_stroke_1,ChronicCond_stroke_2,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount,FraudNeighbor_Count
PRV52515,5,17,3.4,17,3.4,Outpatient,0,0,1,0.0,17.0,0.0,1.0,0.0,0.0,0.0,146.47058823529412,70,8.0,9.0,17.0,0.0,0.0,0.0,8.0,9.0,6.0,11.0,3.0,14.0,9.0,8.0,4.0,13.0,11.0,6.0,11.0,6.0,4.0,13.0,8.0,9.0,0.0,17.0,No,0.0,0.0,0.0,0.0
PRV52517,14,26,1.86,32,2.29,Outpatient,0,0,1,0.0,32.0,0.0,1.0,0.0,0.0,0.0,344.6875,73,14.0,12.0,25.0,0.0,1.0,0.0,14.0,12.0,9.0,17.0,5.0,21.0,7.0,19.0,9.0,17.0,15.0,11.0,20.0,6.0,6.0,20.0,16.0,10.0,1.0,25.0,No,3.0,1.0,0.0,1.0
PRV52518,21,50,2.38,51,2.43,Both_Service,1,0,0,1.0,50.0,0.02,0.98,0.0,0.0,1.4313725490196079,1441.3333333333333,69,22.0,28.0,45.0,4.0,0.0,1.0,21.0,29.0,16.0,34.0,10.0,40.0,17.0,33.0,18.0,32.0,29.0,21.0,38.0,12.0,16.0,34.0,16.0,34.0,9.0,41.0,No,3.0,1.0,1.0,1.0
PRV52519,7,72,10.29,100,14.29,Both_Service,1,0,0,6.0,94.0,0.06,0.94,0.0,0.0,2.27,1438.88,71,35.0,37.0,68.0,0.0,3.0,1.0,18.0,54.0,24.0,48.0,19.0,53.0,24.0,48.0,24.0,48.0,52.0,20.0,53.0,19.0,21.0,51.0,18.0,54.0,9.0,63.0,No,0.0,0.0,0.0,0.0
PRV52520,6,51,8.5,121,20.17,Outpatient,0,0,1,0.0,121.0,0.0,1.0,0.0,0.0,1.8760330578512396,333.05785123966945,74,22.0,29.0,51.0,0.0,0.0,0.0,23.0,28.0,13.0,38.0,4.0,47.0,15.0,36.0,19.0,32.0,33.0,18.0,35.0,16.0,17.0,34.0,10.0,41.0,5.0,46.0,No,3.0,1.0,0.0,1.0
PRV52521,26,88,3.38,113,4.35,Outpatient,0,0,1,0.0,113.0,0.0,1.0,0.0,0.0,1.2920353982300885,222.65486725663717,73,36.0,52.0,77.0,8.0,0.0,3.0,24.0,64.0,28.0,60.0,11.0,77.0,23.0,65.0,33.0,55.0,54.0,34.0,62.0,26.0,27.0,61.0,20.0,68.0,6.0,82.0,No,2.0,0.0,0.0,0.0
PRV52523,3,3,1.0,3,1.0,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,160.0,72,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,No,0.0,0.0,0.0,0.0
PRV52525,1,2,2.0,2,2.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,75.0,79,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,No,0.0,0.0,0.0,0.0
PRV52526,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,73,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No,2.0,0.0,0.0,0.0
PRV52527,1,73,73.0,160,160.0,Outpatient,0,0,1,0.0,160.0,0.0,1.0,0.0,0.0,1.74375,308.3125,74,30.0,43.0,71.0,0.0,1.0,1.0,19.0,54.0,21.0,52.0,8.0,65.0,16.0,57.0,24.0,49.0,48.0,25.0,44.0,29.0,17.0,56.0,20.0,53.0,5.0,68.0,No,0.0,0.0,0.0,0.0
PRV52528,9,16,1.78,26,2.89,Outpatient,0,0,1,0.0,26.0,0.0,1.0,0.0,0.0,1.0769230769230769,248.46153846153845,73,8.0,8.0,16.0,0.0,0.0,0.0,6.0,10.0,8.0,8.0,2.0,14.0,4.0,12.0,6.0,10.0,12.0,4.0,13.0,3.0,5.0,11.0,4.0,12.0,2.0,14.0,No,1.0,1.0,0.0,1.0
PRV52529,5,8,1.6,12,2.4,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,0.0,176.66666666666666,68,4.0,4.0,8.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,1.0,7.0,2.0,6.0,3.0,5.0,5.0,3.0,7.0,1.0,1.0,7.0,3.0,5.0,0.0,8.0,No,1.0,0.0,0.0,0.0
PRV52530,6,9,1.5,10,1.67,Both_Service,1,0,0,1.0,9.0,0.1,0.9,0.0,0.0,2.0,627.8,73,5.0,4.0,9.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,2.0,7.0,4.0,5.0,7.0,2.0,8.0,1.0,7.0,2.0,2.0,7.0,5.0,4.0,2.0,7.0,No,0.0,0.0,0.0,0.0
PRV52531,3,5,1.67,5,1.67,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,2.0,600.0,70,2.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,0.0,5.0,No,1.0,0.0,0.0,0.0
PRV52532,12,15,1.25,16,1.33,Outpatient,0,0,1,0.0,16.0,0.0,1.0,0.0,0.0,0.4375,163.125,71,6.0,9.0,12.0,1.0,2.0,0.0,6.0,9.0,5.0,10.0,2.0,13.0,5.0,10.0,5.0,10.0,10.0,5.0,10.0,5.0,2.0,13.0,4.0,11.0,1.0,14.0,No,1.0,0.0,0.0,0.0
PRV52533,14,27,1.93,43,3.07,Outpatient,0,0,1,0.0,43.0,0.0,1.0,0.0,0.0,0.3023255813953488,181.1627906976744,75,12.0,15.0,26.0,0.0,0.0,1.0,10.0,17.0,9.0,18.0,6.0,21.0,6.0,21.0,8.0,19.0,18.0,9.0,18.0,9.0,10.0,17.0,11.0,16.0,6.0,21.0,No,2.0,0.0,0.0,0.0
PRV52535,7,12,1.71,18,2.57,Outpatient,0,0,1,0.0,18.0,0.0,1.0,0.0,0.0,1.1666666666666667,405.0,73,4.0,8.0,12.0,0.0,0.0,0.0,5.0,7.0,6.0,6.0,1.0,11.0,3.0,9.0,3.0,9.0,7.0,5.0,5.0,7.0,3.0,9.0,3.0,9.0,2.0,10.0,No,0.0,0.0,0.0,0.0
PRV52536,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,15068.0,72,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV52537,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,58068.0,71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV52539,2,12,6.0,14,7.0,Outpatient,0,0,1,0.0,14.0,0.0,1.0,0.0,0.0,4.142857142857143,325.0,68,6.0,6.0,12.0,0.0,0.0,0.0,4.0,8.0,3.0,9.0,0.0,12.0,5.0,7.0,2.0,10.0,9.0,3.0,8.0,4.0,3.0,9.0,2.0,10.0,2.0,10.0,No,1.0,0.0,0.0,0.0
PRV52540,1,4,4.0,7,7.0,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,0.0,481.42857142857144,67,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,No,0.0,0.0,0.0,0.0
PRV52541,5,5,1.0,5,1.0,Inpatient,0,1,0,5.0,0.0,1.0,0.0,0.0,0.0,6.4,9268.0,75,2.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,5.0,1.0,4.0,2.0,3.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,5.0,1.0,4.0,No,0.0,0.0,0.0,0.0
PRV52542,2,44,22.0,62,31.0,Outpatient,0,0,1,0.0,62.0,0.0,1.0,0.0,0.0,1.2741935483870968,258.5483870967742,72,18.0,26.0,44.0,0.0,0.0,0.0,15.0,29.0,13.0,31.0,4.0,40.0,7.0,37.0,16.0,28.0,27.0,17.0,31.0,13.0,9.0,35.0,11.0,33.0,3.0,41.0,No,0.0,0.0,0.0,0.0
PRV52543,8,89,11.12,171,21.38,Outpatient,0,0,1,0.0,171.0,0.0,1.0,0.0,0.0,1.2514619883040936,281.46198830409355,72,42.0,47.0,86.0,0.0,0.0,3.0,27.0,62.0,22.0,67.0,14.0,75.0,20.0,69.0,31.0,58.0,52.0,37.0,58.0,31.0,25.0,64.0,24.0,65.0,7.0,82.0,No,1.0,1.0,1.0,1.0
PRV52544,1,6,6.0,6,6.0,Inpatient,0,1,0,6.0,0.0,1.0,0.0,0.0,0.0,3.8333333333333335,6734.666666666667,77,3.0,3.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,0.0,6.0,1.0,5.0,0.0,6.0,No,0.0,0.0,0.0,0.0
PRV52545,3,13,4.33,13,4.33,Outpatient,0,0,1,0.0,13.0,0.0,1.0,0.0,0.0,1.6153846153846154,120.76923076923077,75,7.0,6.0,12.0,0.0,0.0,1.0,4.0,9.0,8.0,5.0,1.0,12.0,2.0,11.0,8.0,5.0,9.0,4.0,11.0,2.0,4.0,9.0,2.0,11.0,1.0,12.0,No,0.0,0.0,0.0,0.0
PRV52547,1,2,2.0,2,2.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1510.0,73,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV52548,13,15,1.15,15,1.15,Both_Service,1,0,0,5.0,10.0,0.33,0.67,0.0,0.0,2.8,2939.3333333333335,73,4.0,11.0,11.0,3.0,1.0,0.0,3.0,12.0,8.0,7.0,1.0,14.0,6.0,9.0,8.0,7.0,14.0,1.0,11.0,4.0,6.0,9.0,4.0,11.0,0.0,15.0,No,0.0,0.0,0.0,0.0
PRV52549,12,54,4.5,156,13.0,Both_Service,1,0,0,6.0,150.0,0.04,0.96,0.0,0.0,3.576923076923077,668.4487179487179,74,27.0,27.0,46.0,5.0,2.0,1.0,20.0,34.0,16.0,38.0,7.0,47.0,19.0,35.0,24.0,30.0,40.0,14.0,37.0,17.0,19.0,35.0,15.0,39.0,4.0,50.0,No,1.0,1.0,0.0,1.0
PRV52551,3,5,1.67,5,1.67,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,1.6,184.0,75,2.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV52552,40,54,1.35,55,1.38,Both_Service,1,0,0,11.0,44.0,0.2,0.8,0.0,0.0,1.9636363636363636,2396.509090909091,71,28.0,26.0,44.0,6.0,1.0,3.0,20.0,34.0,33.0,21.0,12.0,42.0,18.0,36.0,24.0,30.0,36.0,18.0,43.0,11.0,9.0,45.0,15.0,39.0,6.0,48.0,No,2.0,0.0,0.0,0.0
PRV52553,8,8,1.0,8,1.0,Both_Service,1,0,0,4.0,4.0,0.5,0.5,0.0,0.0,4.25,8324.0,72,7.0,1.0,6.0,2.0,0.0,0.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,8.0,0.0,3.0,5.0,2.0,6.0,1.0,7.0,No,0.0,0.0,0.0,0.0
PRV52554,9,13,1.44,13,1.44,Outpatient,0,0,1,0.0,13.0,0.0,1.0,0.0,0.0,1.7692307692307692,151.53846153846155,76,4.0,9.0,12.0,0.0,1.0,0.0,1.0,12.0,4.0,9.0,1.0,12.0,3.0,10.0,3.0,10.0,5.0,8.0,8.0,5.0,4.0,9.0,5.0,8.0,0.0,13.0,No,2.0,1.0,0.0,1.0
PRV52555,6,7,1.17,7,1.17,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,2.857142857142857,514.2857142857143,80,4.0,3.0,5.0,1.0,0.0,1.0,7.0,0.0,4.0,3.0,0.0,7.0,1.0,6.0,3.0,4.0,5.0,2.0,5.0,2.0,1.0,6.0,3.0,4.0,1.0,6.0,No,1.0,0.0,0.0,0.0
PRV52556,81,100,1.23,115,1.42,Both_Service,1,0,0,46.0,69.0,0.4,0.6,0.0,0.0,2.4695652173913043,4461.652173913043,74,53.0,47.0,84.0,13.0,3.0,0.0,38.0,62.0,36.0,64.0,10.0,90.0,43.0,57.0,41.0,59.0,71.0,29.0,85.0,15.0,28.0,72.0,33.0,67.0,14.0,86.0,No,4.0,0.0,0.0,0.0
PRV52557,9,9,1.0,11,1.22,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,1.8181818181818181,88.18181818181819,72,4.0,5.0,9.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,1.0,8.0,6.0,3.0,5.0,4.0,7.0,2.0,8.0,1.0,3.0,6.0,3.0,6.0,0.0,9.0,No,0.0,0.0,0.0,0.0
PRV52558,2,440,220.0,494,247.0,Outpatient,0,0,1,0.0,494.0,0.0,1.0,0.0,0.0,1.4251012145748987,287.6923076923077,74,166.0,274.0,369.0,54.0,10.0,7.0,162.0,278.0,172.0,268.0,58.0,382.0,133.0,307.0,197.0,243.0,302.0,138.0,324.0,116.0,134.0,306.0,136.0,304.0,50.0,390.0,No,1.0,1.0,2.0,1.0
PRV52559,7,207,29.57,359,51.29,Outpatient,0,0,1,0.0,359.0,0.0,1.0,0.0,0.0,1.392757660167131,254.26183844011143,74,89.0,118.0,180.0,23.0,1.0,3.0,85.0,122.0,73.0,134.0,20.0,187.0,59.0,148.0,89.0,118.0,127.0,80.0,155.0,52.0,59.0,148.0,56.0,151.0,19.0,188.0,No,0.0,0.0,2.0,0.0
PRV52560,1,174,174.0,503,503.0,Outpatient,0,0,1,0.0,503.0,0.0,1.0,2.0,0.0,1.2664015904572565,292.88270377733596,73,72.0,102.0,144.0,22.0,3.0,5.0,63.0,111.0,60.0,114.0,24.0,150.0,47.0,127.0,54.0,120.0,112.0,62.0,118.0,56.0,52.0,122.0,46.0,128.0,15.0,159.0,No,0.0,0.0,0.0,0.0
PRV52561,1,261,261.0,280,280.0,Outpatient,0,0,1,0.0,280.0,0.0,1.0,0.0,0.0,1.5178571428571428,463.5357142857143,74,110.0,151.0,220.0,35.0,5.0,1.0,118.0,143.0,98.0,163.0,50.0,211.0,85.0,176.0,122.0,139.0,184.0,77.0,214.0,47.0,76.0,185.0,88.0,173.0,22.0,239.0,No,0.0,0.0,2.0,0.0
PRV52562,22,61,2.77,87,3.95,Both_Service,1,0,0,6.0,81.0,0.07,0.93,0.0,0.0,2.057471264367816,1107.471264367816,75,24.0,37.0,49.0,8.0,1.0,3.0,25.0,36.0,23.0,38.0,6.0,55.0,22.0,39.0,20.0,41.0,38.0,23.0,46.0,15.0,14.0,47.0,15.0,46.0,10.0,51.0,No,4.0,0.0,0.0,0.0
PRV52563,6,246,41.0,473,78.83,Outpatient,0,0,1,0.0,473.0,0.0,1.0,4.0,0.01,1.7674418604651163,370.04228329809723,74,93.0,153.0,207.0,35.0,4.0,0.0,89.0,157.0,87.0,159.0,21.0,225.0,66.0,180.0,106.0,140.0,158.0,88.0,189.0,57.0,78.0,168.0,68.0,178.0,23.0,223.0,No,0.0,0.0,1.0,0.0
PRV52564,16,21,1.31,21,1.31,Both_Service,1,0,0,5.0,16.0,0.24,0.76,0.0,0.0,2.7142857142857144,2145.714285714286,77,8.0,13.0,21.0,0.0,0.0,0.0,13.0,8.0,8.0,13.0,7.0,14.0,11.0,10.0,8.0,13.0,17.0,4.0,17.0,4.0,6.0,15.0,4.0,17.0,0.0,21.0,No,0.0,0.0,0.0,0.0
PRV52565,7,86,12.29,137,19.57,Both_Service,1,0,0,11.0,126.0,0.08,0.92,0.0,0.0,2.2992700729927007,1122.4671532846714,75,38.0,48.0,68.0,12.0,5.0,1.0,31.0,55.0,31.0,55.0,7.0,79.0,23.0,63.0,34.0,52.0,53.0,33.0,61.0,25.0,30.0,56.0,28.0,58.0,9.0,77.0,No,1.0,0.0,0.0,0.0
PRV52566,92,135,1.47,139,1.51,Both_Service,1,0,0,22.0,117.0,0.16,0.84,0.0,0.0,1.9064748201438848,1984.7913669064749,76,46.0,89.0,114.0,16.0,1.0,4.0,61.0,74.0,59.0,76.0,14.0,121.0,35.0,100.0,70.0,65.0,100.0,35.0,113.0,22.0,45.0,90.0,44.0,91.0,19.0,116.0,No,2.0,0.0,0.0,0.0
PRV52567,28,38,1.36,66,2.36,Outpatient,0,0,1,0.0,66.0,0.0,1.0,0.0,0.0,1.7121212121212122,456.8181818181818,77,17.0,21.0,30.0,7.0,1.0,0.0,18.0,20.0,9.0,29.0,4.0,34.0,14.0,24.0,20.0,18.0,23.0,15.0,30.0,8.0,14.0,24.0,14.0,24.0,4.0,34.0,No,3.0,0.0,0.0,0.0
PRV52568,26,41,1.58,87,3.35,Outpatient,0,0,1,0.0,87.0,0.0,1.0,0.0,0.0,0.9195402298850575,300.6896551724138,73,19.0,22.0,34.0,7.0,0.0,0.0,12.0,29.0,17.0,24.0,4.0,37.0,18.0,23.0,15.0,26.0,29.0,12.0,33.0,8.0,21.0,20.0,12.0,29.0,4.0,37.0,No,2.0,0.0,0.0,0.0
PRV52570,17,23,1.35,24,1.41,Both_Service,1,0,0,8.0,16.0,0.33,0.67,0.0,0.0,3.25,3197.25,75,9.0,14.0,20.0,2.0,0.0,1.0,5.0,18.0,8.0,15.0,2.0,21.0,8.0,15.0,6.0,17.0,14.0,9.0,13.0,10.0,4.0,19.0,5.0,18.0,2.0,21.0,No,2.0,0.0,0.0,0.0
PRV52571,3,429,143.0,508,169.33,Outpatient,0,0,1,0.0,508.0,0.0,1.0,0.0,0.0,1.68503937007874,320.70866141732284,73,159.0,270.0,358.0,52.0,10.0,9.0,161.0,268.0,180.0,249.0,71.0,358.0,113.0,316.0,199.0,230.0,297.0,132.0,331.0,98.0,130.0,299.0,147.0,282.0,46.0,383.0,No,0.0,0.0,0.0,0.0
PRV52572,3,3,1.0,3,1.0,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,13.333333333333334,1383.3333333333333,81,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,No,0.0,0.0,0.0,0.0
PRV52573,2,520,260.0,587,293.5,Outpatient,0,0,1,0.0,587.0,0.0,1.0,0.0,0.0,1.616695059625213,272.02725724020445,74,223.0,297.0,435.0,59.0,15.0,11.0,203.0,317.0,197.0,323.0,81.0,439.0,153.0,367.0,227.0,293.0,367.0,153.0,392.0,128.0,150.0,370.0,154.0,366.0,55.0,465.0,No,0.0,0.0,0.0,0.0
PRV52574,84,208,2.48,259,3.08,Both_Service,1,0,0,146.0,113.0,0.56,0.44,0.0,0.0,3.694980694980695,6516.996138996139,76,79.0,129.0,179.0,21.0,2.0,6.0,97.0,111.0,91.0,117.0,36.0,172.0,79.0,129.0,91.0,117.0,148.0,60.0,168.0,40.0,53.0,155.0,69.0,139.0,25.0,183.0,Yes,2.0,0.0,0.0,0.0
PRV52575,40,40,1.0,70,1.75,Outpatient,0,0,1,0.0,70.0,0.0,1.0,2.0,0.03,2.157142857142857,341.14285714285717,73,12.0,28.0,34.0,5.0,0.0,1.0,18.0,22.0,17.0,23.0,3.0,37.0,17.0,23.0,22.0,18.0,26.0,14.0,31.0,9.0,15.0,25.0,11.0,29.0,4.0,36.0,No,5.0,0.0,0.0,0.0
PRV52576,13,26,2.0,26,2.0,Both_Service,1,0,0,3.0,23.0,0.12,0.88,0.0,0.0,1.8076923076923077,2040.5384615384614,75,10.0,16.0,24.0,1.0,1.0,0.0,14.0,12.0,10.0,16.0,3.0,23.0,10.0,16.0,12.0,14.0,15.0,11.0,21.0,5.0,10.0,16.0,6.0,20.0,4.0,22.0,No,1.0,0.0,0.0,0.0
PRV52577,6,8,1.33,8,1.33,Outpatient,0,0,1,0.0,8.0,0.0,1.0,0.0,0.0,5.25,318.75,78,3.0,5.0,8.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.0,7.0,1.0,7.0,2.0,6.0,6.0,2.0,7.0,1.0,4.0,4.0,5.0,3.0,0.0,8.0,No,0.0,0.0,0.0,0.0
PRV52578,35,40,1.14,49,1.4,Both_Service,1,0,0,37.0,12.0,0.76,0.24,0.0,0.0,4.63265306122449,7989.755102040816,73,16.0,24.0,34.0,5.0,0.0,1.0,15.0,25.0,21.0,19.0,7.0,33.0,19.0,21.0,18.0,22.0,31.0,9.0,32.0,8.0,12.0,28.0,10.0,30.0,0.0,40.0,Yes,1.0,0.0,0.0,0.0
PRV52579,9,9,1.0,9,1.0,Outpatient,0,0,1,0.0,9.0,0.0,1.0,0.0,0.0,0.0,128.88888888888889,75,5.0,4.0,8.0,1.0,0.0,0.0,3.0,6.0,0.0,9.0,1.0,8.0,3.0,6.0,2.0,7.0,4.0,5.0,4.0,5.0,3.0,6.0,0.0,9.0,1.0,8.0,No,1.0,0.0,0.0,0.0
PRV52580,7,37,5.29,39,5.57,Outpatient,0,0,1,0.0,39.0,0.0,1.0,0.0,0.0,0.8717948717948718,183.33333333333334,72,16.0,21.0,31.0,4.0,1.0,1.0,16.0,21.0,17.0,20.0,6.0,31.0,11.0,26.0,21.0,16.0,26.0,11.0,29.0,8.0,12.0,25.0,11.0,26.0,3.0,34.0,No,0.0,0.0,1.0,0.0
PRV52581,3,135,45.0,142,47.33,Outpatient,0,0,1,0.0,142.0,0.0,1.0,0.0,0.0,1.6408450704225352,283.7323943661972,73,53.0,82.0,101.0,21.0,6.0,7.0,56.0,79.0,54.0,81.0,25.0,110.0,39.0,96.0,55.0,80.0,100.0,35.0,108.0,27.0,41.0,94.0,34.0,101.0,11.0,124.0,No,0.0,0.0,1.0,0.0
PRV52582,14,23,1.64,23,1.64,Both_Service,1,0,0,19.0,4.0,0.83,0.17,0.0,0.0,5.173913043478261,9187.478260869566,70,8.0,15.0,18.0,4.0,0.0,1.0,10.0,13.0,16.0,7.0,4.0,19.0,12.0,11.0,9.0,14.0,17.0,6.0,16.0,7.0,8.0,15.0,9.0,14.0,3.0,20.0,No,0.0,0.0,0.0,0.0
PRV52583,126,193,1.53,208,1.65,Both_Service,1,0,0,26.0,182.0,0.12,0.88,0.0,0.0,2.230769230769231,1275.048076923077,72,81.0,112.0,148.0,24.0,13.0,8.0,72.0,121.0,77.0,116.0,26.0,167.0,62.0,131.0,82.0,111.0,138.0,55.0,151.0,42.0,64.0,129.0,60.0,133.0,15.0,178.0,No,4.0,1.0,0.0,1.0
PRV52584,27,51,1.89,54,2.0,Both_Service,1,0,0,3.0,51.0,0.06,0.94,0.0,0.0,2.7037037037037037,1124.7037037037037,75,21.0,30.0,47.0,3.0,1.0,0.0,16.0,35.0,25.0,26.0,6.0,45.0,18.0,33.0,26.0,25.0,38.0,13.0,35.0,16.0,15.0,36.0,14.0,37.0,4.0,47.0,No,2.0,0.0,1.0,0.0
PRV52586,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,300.0,69,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV52587,3,68,22.67,137,45.67,Outpatient,0,0,1,0.0,137.0,0.0,1.0,0.0,0.0,1.5912408759124088,285.1094890510949,74,32.0,36.0,57.0,10.0,1.0,0.0,36.0,32.0,30.0,38.0,5.0,63.0,19.0,49.0,27.0,41.0,36.0,32.0,47.0,21.0,27.0,41.0,9.0,59.0,4.0,64.0,No,0.0,0.0,0.0,0.0
PRV52588,16,37,2.31,50,3.12,Both_Service,1,0,0,17.0,33.0,0.34,0.66,0.0,0.0,3.34,3895.52,73,17.0,20.0,32.0,4.0,0.0,1.0,16.0,21.0,18.0,19.0,3.0,34.0,11.0,26.0,14.0,23.0,32.0,5.0,29.0,8.0,11.0,26.0,11.0,26.0,9.0,28.0,No,0.0,0.0,0.0,0.0
PRV52589,205,368,1.8,426,2.08,Both_Service,1,0,0,81.0,345.0,0.19,0.81,0.0,0.0,2.075117370892019,2158.3333333333335,73,171.0,197.0,305.0,29.0,20.0,14.0,158.0,210.0,155.0,213.0,49.0,319.0,123.0,245.0,160.0,208.0,253.0,115.0,277.0,91.0,113.0,255.0,109.0,259.0,43.0,325.0,Yes,3.0,1.0,1.0,1.0
PRV52590,3,190,63.33,208,69.33,Both_Service,1,0,0,115.0,93.0,0.55,0.45,0.0,0.0,3.451923076923077,6488.2307692307695,73,83.0,107.0,160.0,20.0,7.0,3.0,86.0,104.0,102.0,88.0,36.0,154.0,77.0,113.0,95.0,95.0,144.0,46.0,157.0,33.0,72.0,118.0,63.0,127.0,33.0,157.0,Yes,0.0,0.0,1.0,0.0
PRV52591,13,45,3.46,46,3.54,Outpatient,0,0,1,0.0,46.0,0.0,1.0,0.0,0.0,0.782608695652174,281.5217391304348,73,22.0,23.0,43.0,2.0,0.0,0.0,15.0,30.0,16.0,29.0,6.0,39.0,12.0,33.0,16.0,29.0,34.0,11.0,30.0,15.0,13.0,32.0,17.0,28.0,4.0,41.0,No,0.0,0.0,0.0,0.0
PRV52592,12,18,1.5,19,1.58,Both_Service,1,0,0,7.0,12.0,0.37,0.63,0.0,0.0,4.631578947368421,3531.3684210526317,82,11.0,7.0,16.0,0.0,2.0,0.0,9.0,9.0,9.0,9.0,2.0,16.0,5.0,13.0,7.0,11.0,17.0,1.0,13.0,5.0,6.0,12.0,11.0,7.0,5.0,13.0,No,0.0,0.0,0.0,0.0
